hotel;is_canceled;lead_time;arrival_date_year;arrival_date_month;arrival_date_week_number;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;distribution_channel;is_repeated_guest;previous_cancellations;previous_bookings_not_canceled;reserved_room_type;assigned_room_type;booking_changes;deposit_type;agent;company;days_in_waiting_list;customer_type;adr;required_car_parking_spaces;total_of_special_requests;reservation_status;reservation_status_date
City Hotel;0;50;2018;October;41;9;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;32;;49;Transient-Party;85;0;0;Check-Out;2018-10-11
City Hotel;0;50;2018;October;41;9;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;2;No Deposit;32;;49;Transient-Party;85;0;0;Check-Out;2018-10-11
City Hotel;0;50;2018;October;41;9;0;2;3;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;D;1;No Deposit;32;;49;Transient-Party;120;0;0;Check-Out;2018-10-11
City Hotel;0;50;2018;October;41;9;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;32;;49;Transient-Party;85;0;0;Check-Out;2018-10-11
City Hotel;0;80;2018;October;41;9;0;2;1;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;12;;50;Transient-Party;108;0;0;Check-Out;2018-10-11
City Hotel;0;80;2018;October;41;9;0;2;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;12;;50;Transient-Party;136;0;0;Check-Out;2018-10-11
City Hotel;0;80;2018;October;41;9;0;2;1;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;12;;50;Transient-Party;108;0;0;Check-Out;2018-10-11
City Hotel;0;80;2018;October;41;9;0;2;3;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;D;F;0;No Deposit;12;;50;Transient-Party;160;0;0;Check-Out;2018-10-11
City Hotel;0;60;2018;October;41;9;0;2;1;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;;0;Transient;62.2;0;1;Check-Out;2018-10-11
City Hotel;0;80;2018;October;41;9;0;2;1;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;12;;50;Transient-Party;108;0;0;Check-Out;2018-10-11
City Hotel;0;80;2018;October;41;9;0;2;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;12;;50;Transient-Party;136;0;0;Check-Out;2018-10-11
City Hotel;0;55;2018;October;41;9;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Transient;94.5;0;1;Check-Out;2018-10-11
City Hotel;0;50;2018;October;41;9;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;32;;49;Transient-Party;85;0;0;Check-Out;2018-10-11
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient-Party;75;0;0;Check-Out;2018-10-12
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient-Party;75;0;0;Check-Out;2018-10-12
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient-Party;75;0;0;Check-Out;2018-10-12
City Hotel;0;53;2018;October;41;9;1;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Contract;94.5;0;0;Check-Out;2018-10-12
City Hotel;0;156;2018;October;41;9;1;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Transient;89.3;0;1;Check-Out;2018-10-12
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient;75;0;0;Check-Out;2018-10-12
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient-Party;75;0;0;Check-Out;2018-10-12
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient;75;0;0;Check-Out;2018-10-12
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient-Party;75;0;0;Check-Out;2018-10-12
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;61.4;0;0;Check-Out;2018-10-13
City Hotel;0;170;2018;October;41;9;2;2;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;10;;0;Transient;119;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;66;2018;October;41;9;1;2;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;C;C;1;No Deposit;21;;0;Transient-Party;65;0;0;Check-Out;2018-10-12
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient-Party;75;0;0;Check-Out;2018-10-12
City Hotel;0;66;2018;October;41;9;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;;0;Transient-Party;75;0;0;Check-Out;2018-10-12
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;204;2018;October;41;9;2;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;B;0;No Deposit;12;;0;Transient-Party;72.8;0;0;Check-Out;2018-10-13
City Hotel;0;56;2018;October;41;9;2;3;3;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;7;;0;Transient;99.7;0;2;Check-Out;2018-10-14
City Hotel;0;56;2018;October;41;9;2;4;2;2;0;BB;FIN;Online TA;TA/TO;0;0;0;B;G;2;No Deposit;7;;0;Transient-Party;137.4;0;0;Check-Out;2018-10-15
City Hotel;0;79;2018;October;41;10;1;1;2;1;0;BB;ESP;Groups;TA/TO;0;0;0;A;E;1;No Deposit;1;;0;Transient-Party;62;0;1;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;B;0;No Deposit;1;;0;Transient-Party;62;0;1;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;CHL;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;E;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ARG;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ITA;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;0;0;0;Check-Out;2018-10-12
City Hotel;0;63;2018;October;41;10;1;1;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;;0;Transient;89.3;0;1;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;B;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;0;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;1;;0;Transient-Party;62;0;0;Check-Out;2018-10-12
City Hotel;0;79;2018;October;41;10;1;1;2;0;0;BB;ESP;Groups;TA/TO;0;0;0;A;D;0;No Deposit;1;;0;Transient-Party;62;0;1;Check-Out;2018-10-12
City Hotel;0;99;2018;October;41;10;2;1;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;8;;0;Transient;89.3;0;3;Check-Out;2018-10-13
City Hotel;0;57;2018;October;41;10;2;1;2;0;0;SC;CHE;Online TA;TA/TO;0;0;0;A;E;1;No Deposit;11;;0;Transient;84.7;0;1;Check-Out;2018-10-13
City Hotel;0;99;2018;October;41;10;2;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;8;;0;Transient;89.3;0;3;Check-Out;2018-10-13
City Hotel;0;57;2018;October;41;10;2;1;2;0;0;SC;CHE;Online TA;TA/TO;0;0;0;A;E;1;No Deposit;11;;0;Transient;78.7;0;1;Check-Out;2018-10-13
City Hotel;0;99;2018;October;41;10;2;1;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;8;;0;Transient;89.3;0;3;Check-Out;2018-10-13
City Hotel;0;57;2018;October;41;10;2;1;2;0;1;BB;GBR;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;;0;Contract;94.5;0;2;Check-Out;2018-10-13
City Hotel;0;58;2018;October;41;10;2;1;2;0;1;BB;ITA;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;;0;Contract;92.8;0;1;Check-Out;2018-10-13
City Hotel;0;63;2018;October;41;10;2;3;2;0;0;BB;CN;Online TA;TA/TO;0;0;0;A;E;0;No Deposit;8;;0;Transient;89.3;0;0;Check-Out;2018-10-15
City Hotel;0;51;2018;October;42;11;1;0;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;8;;0;Transient;94.5;0;1;Check-Out;2018-10-12
City Hotel;0;34;2018;October;42;11;2;0;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;D;1;No Deposit;9;;0;Contract;103.1;0;2;Check-Out;2018-10-13
City Hotel;0;0;2018;October;42;11;2;0;2;0;0;BB;PRT;Direct;TA/TO;0;0;0;F;F;3;No Deposit;;;0;Transient;167;0;1;Check-Out;2018-10-13
City Hotel;0;34;2018;October;42;11;2;0;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;;0;Contract;103.1;0;2;Check-Out;2018-10-13
City Hotel;0;34;2018;October;42;11;3;5;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;;0;Transient;82.9;0;0;Check-Out;2018-10-19
City Hotel;0;0;2018;October;42;12;1;0;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;No Deposit;;40;0;Transient;65;0;0;Check-Out;2018-10-13
City Hotel;0;34;2018;October;42;12;1;1;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Contract;103.5;0;2;Check-Out;2018-10-14
City Hotel;0;60;2018;October;42;12;1;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-14
City Hotel;0;60;2018;October;42;12;1;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;3;;0;Transient-Party;60;0;0;Check-Out;2018-10-14
City Hotel;0;60;2018;October;42;12;1;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-14
City Hotel;0;60;2018;October;42;12;1;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-14
City Hotel;0;60;2018;October;42;12;1;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;1;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-14
City Hotel;0;60;2018;October;42;12;1;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;3;;0;Transient-Party;60;0;0;Check-Out;2018-10-14
City Hotel;0;60;2018;October;42;12;1;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;3;;0;Transient-Party;60;0;0;Check-Out;2018-10-14
City Hotel;0;60;2018;October;42;12;1;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;2;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-14
City Hotel;0;34;2018;October;42;12;1;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Contract;103.5;0;1;Check-Out;2018-10-15
City Hotel;0;44;2018;October;42;12;1;2;2;0;0;BB;AUS;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Transient;94.5;0;0;Check-Out;2018-10-15
City Hotel;0;39;2018;October;42;12;1;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;;0;Transient;83.2;0;2;Check-Out;2018-10-15
City Hotel;0;2;2018;October;42;12;1;2;2;0;0;BB;PRT;Direct;TA/TO;0;0;0;A;A;0;No Deposit;;;0;Transient;109;0;0;Check-Out;2018-10-15
City Hotel;0;34;2018;October;42;12;1;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Contract;103.5;0;1;Check-Out;2018-10-15
City Hotel;0;34;2018;October;42;12;1;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;9;;0;Contract;103.5;0;1;Check-Out;2018-10-15
City Hotel;0;39;2018;October;42;12;1;3;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Contract;94.5;0;2;Check-Out;2018-10-16
City Hotel;0;51;2018;October;42;12;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;11;;0;Group;69.1;0;0;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;166;2018;October;42;12;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Transient-Party;89.3;0;2;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;3;;0;Transient-Party;60;0;0;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;184;2018;October;42;12;1;3;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Transient;89.3;0;0;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;3;;0;Transient-Party;60;0;0;Check-Out;2018-10-16
City Hotel;0;166;2018;October;42;12;1;3;2;0;0;BB;CHE;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Transient-Party;89.3;0;2;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;3;;0;Transient-Party;60;0;0;Check-Out;2018-10-16
City Hotel;0;60;2018;October;42;12;1;3;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;3;;0;Transient-Party;65;0;1;Check-Out;2018-10-16
City Hotel;0;43;2018;October;42;13;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;1;No Deposit;63;;0;Transient-Party;75;0;0;Check-Out;2018-10-14
City Hotel;0;43;2018;October;42;13;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;63;;0;Transient-Party;75;0;0;Check-Out;2018-10-14
City Hotel;0;43;2018;October;42;13;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;63;;0;Transient-Party;85;0;0;Check-Out;2018-10-14
City Hotel;0;43;2018;October;42;13;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;63;;0;Transient-Party;85;0;0;Check-Out;2018-10-14
City Hotel;0;43;2018;October;42;13;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;63;;0;Transient-Party;75;0;0;Check-Out;2018-10-14
City Hotel;0;43;2018;October;42;13;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;63;;0;Transient-Party;85;0;0;Check-Out;2018-10-14
City Hotel;0;43;2018;October;42;13;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;63;;0;Transient-Party;85;0;0;Check-Out;2018-10-14
City Hotel;0;43;2018;October;42;13;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;63;;0;Transient-Party;85;0;0;Check-Out;2018-10-14
City Hotel;0;43;2018;October;42;13;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;63;;0;Transient-Party;85;0;0;Check-Out;2018-10-14
City Hotel;0;34;2018;October;42;13;0;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;83;;0;Contract;82.8;0;0;Check-Out;2018-10-15
City Hotel;0;76;2018;October;42;13;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;;0;Contract;98.3;1;1;Check-Out;2018-10-15
City Hotel;0;36;2018;October;42;13;0;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;;0;Transient-Party;112;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;;0;Transient-Party;112;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;1;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;;0;Transient-Party;91;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;26;;0;Transient-Party;112;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;1;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;;0;Transient-Party;91;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;B;0;No Deposit;26;;0;Transient-Party;112;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;;0;Transient-Party;112;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;1;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;;0;Transient-Party;91;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;;0;Transient-Party;112;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;B;0;No Deposit;26;;0;Transient-Party;112;0;0;Check-Out;2018-10-16
City Hotel;0;34;2018;October;42;13;0;3;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;22;;0;Transient;76.5;0;0;Check-Out;2018-10-16
City Hotel;0;36;2018;October;42;13;0;3;2;0;0;HB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;;0;Transient-Party;112;0;0;Check-Out;2018-10-16
